Text Chunk,Start-End (s),Audio File,Matched PDF Sentence,Similarity Score,small_transcription,large_transcription,wer_small,wer_large
"Kini,  seperti  juga  di  masa  masa  dahulu,  orang  melayu  mempunyai  keinginan  untuk  memperkukukan  hak -hak  yang  diperuntukkan  kepada  mereka  dan  yang  dianggap  memang  milik  mereka.",353.80-364.10,final_segments/seg_0_35380.mp3,"Kini, seperti juga di masa-masa dahulu, orang Melayu mem punyai keinginan untuk memperkukuhkan hak-hak yang di - peruntukkan kepada mereka dan yang dianggap memang milik mereka, tetapi di samping itu mereka juga mahu bersopan santun, beradab dan bertimbang rasa terhadap hak-hak dan tuntutan orang lain.",0.931," Kini, seperti juga di masa-masa dahulu, orang Melayu mempunyai keinginan untuk memperkukuhkan hak-hak yang diperuntukkan kepada mereka dan yang dianggap memang milik mereka."," Kini, seperti juga di masa-masa dahulu, orang Melayu mempunyai keinginan untuk memperkukuhkan hak-hak yang diperuntukkan kepada mereka dan yang dianggap memang milik mereka.",0.2,0.2
Tetapi  di  samping  itu  mereka  juga  mahu  besopan  santun  berada  dan  bertimbang  rasa  terhadap  hak -hak  dan  tuntutan  orang  lain.,364.46-371.30,final_segments/seg_0_36446.mp3,"Kini, seperti juga di masa-masa dahulu, orang Melayu mem punyai keinginan untuk memperkukuhkan hak-hak yang di - peruntukkan kepada mereka dan yang dianggap memang milik mereka, tetapi di samping itu mereka juga mahu bersopan santun, beradab dan bertimbang rasa terhadap hak-hak dan tuntutan orang lain.",0.791," Tetapi di samping itu mereka juga mahu bersupan santun, beradab dan bertimbang rasa terhadap hak-hak dan tuntutan orang lain."," Tetapi di samping itu mereka juga mahu bersopan santun, beradab dan bertimbang rasa terhadap hak-hak dan tuntutan orang lain.",0.25,0.25
Dalam  Sanubari  mereka  terasa  bahawa  walaupun  yang  mereka  buat  dan  pesetujui  semuanya  akan  beransu  ansu  dan  selepas  dari  kekuasaan  mereka  dan  lama  kelamahan  mereka  tetap  kehilangan  tanah  ayah  mereka  sendiri.,371.30-383.78,final_segments/seg_0_37130.mp3,"Dalam sanubari mereka terasa bahawa walau apapun yang mereka buat dan persetujui, semuanya akan beransur-ansur terlepas dari kekuasaan mereka; dan lama kelamaan mereka tetap kehilangan tanah air mereka sendiri.",0.951," Dalam Sanubari mereka terasa bahawa walaupun apapun yang mereka buat dan persetujui, semuanya akan beranso anso terlepas dari kekuasaan mereka, dan lama-kelamaan mereka tetap kehilangan tanah air mereka sendiri."," Dalam sanubari mereka terasa bahawa walau apapun yang mereka buat dan persetujui, semuanya akan beransur-ansur terlepas dari kekuasaan mereka, dan lama-kelamaan mereka tetap kehilangan tanah air mereka sendiri.",0.3333333333333333,0.36666666666666664
"Ini  lah  dileme  melayu,  buku  ini  ditelbitkan  bukanlah  dengan  maksud  hendak  mencari  kepobularan  dari  kalangan  masyarakat  tentu  di  Malaysia.",384.30-392.02,final_segments/seg_0_38430.mp3,Buku ini diterbitkan bukanlah dengan maksud hendak men cari kepopularan dari kalangan masyarakat tertentu di Malaysia.,0.763, Inilah dilema Melayu. Buku ini diterbitkan bukanlah dengan maksud hendak mencari kepopularan dari kalangan masyarakat tertentu di Malaysia., Inilah dilema Melayu. Buku ini diterbitkan bukanlah dengan maksud hendak mencari kepopularan dari kalangan masyarakat tertentu di Malaysia.,0.3684210526315789,0.3684210526315789
"Malahan,  sebaliknya  besar  kemungkinan  is  akan  menimbolkan  rasa  tidak  poas  hati  di  kalangan  bulangan -ulangan  tentu  dan  kemarahan  dari  kalangan  bulangan  yang  berlalu.",392.82-401.28,final_segments/seg_0_39282.mp3,"Malahan, sebaliknya besar kemungkinan is akan menimbulkan rasa tidak puas hati di kalangan golongan golongan tertentu dan kemarahan dari kalangan golongan lain.",0.931," Malahan, sebaliknya besar kemungkinan is akan menimbulkan rasa tidak puas hati di kalangan golongan-golongan tertentu dan kemarahan dari kalangan golongan-golongan tersebut."," Malahan, sebaliknya besar kemungkinan Is akan menimbulkan rasa tidak puas hati di kalangan golongan-golongan tertentu dan kemarahan dari kalangan golongan lainnya.",0.34782608695652173,0.34782608695652173
"Tiada  maaf  yang  dipinta  apa  yang  saya  tulis  terlalu  tulis  dengan  ikhlas.  Mahat  Hilbi,  Mohamad,  Pondok  Maharisan  Batu  Namb,  Titigajah  Kota  Setah,  kedah  1907  di  mana  silapnya.",401.28-414.16,final_segments/seg_0_40128.mp3,Tiada maaf yang dipinta — apa yang saya tulis telah ditulis dengan ikhlas.,0.819," Tiada maaf yang dipinta apa yang saya tulis terhadir tulis dengan ikhlas. Mahat Hilbi, Mohamat, Pondok Maharizan Batu 6, Titik Gajah Kota Seta, Kedah 1970 di Manasilapnya."," Tiada maaf yang dipinta, apa yang saya tulis telah ditulis dengan ikhlas. Mahathir B. Mohamad, Pondok Maharizan Batu 6, Titi Gajah Kota Setar, Kedah 1970 di mana silapnya.",0.37037037037037035,0.4074074074074074
"Di  mana  silapnya,  ini  lah  soalan  yang  akan  ditanyakan  oleh  orang -orang  yang  bersimpati  atau  mempunyai  minat  terhadap  Malaysia  selepas  berlakunya  peristiwa  me -139.",414.76-424.76,final_segments/seg_0_41476.mp3,"Inilah soalan yang akan ditanyakan oleh orang-orang yang bersimpati atau mempu - nyai minat terhadap Malaysia selepas berlakunya peristiwa Mei 13, 1969.",0.889," Di mana silapnya? Inilah soalan yang akan ditanyakan oleh orang-orang yang bersimpati atau mempunyai minat terhadap Malaysia selepas berlakunya peristiwa May 13, 1100."," Di mana silapnya? Inilah soalan yang akan ditanyakan oleh orang-orang yang bersimpati atau mempunyai minat terhadap Malaysia selepas berlakunya peristiwa Mei 13, 2011.",0.3333333333333333,0.3333333333333333
"Di  mana  silapnya,  di  dalam  sebuah  negara  yang  berbilang  kaum,  berbilang  bahasa  dan  berbilang  agama  yang  telah  menikmati  keharmonian  dan  kerja  sama  selama  12  tahun  yang  lalu,  hingga  menyebabkan  toleransi  dan  kefahamantadi  dengan  tiba -tiba  hancur,",426.76-440.98,final_segments/seg_0_42676.mp3,"Di mana silapnya, di dalam sebuah negara yang berbilang kaum, ber bilang bahasa dan berbilang agama yang telah menikmati keharmonian dan kerjasama selama 12 tahun yang lalu, hingga menyebabkan toleransi dan kefahaman tadi dengan tiba-tiba hancur, hinggakan kaum-kaum tersebut mula memandang dengan penuh curiga serta menolak cara hidup yang telah wujud sejak sebelum Merdeka lagi?",0.935," Di mana silapnya, di dalam sebuah negara yang berbilang kaum, berbilang bahasa dan berbilang agama yang telah menikmati kehamunian dan kerjasama selama 12 tahun yang lalu, hingga menyebabkan toleransi dan kefahaman tadi dengan tiba-tiba hancur."," di mana silapnya, di dalam sebuah negara yang berbilang kaum, berbilang bahasa dan berbilang agama yang telah menikmati keharmonian dan kerjasama selama 12 tahun yang lalu, hingga menyebabkan toleransi dan kefahaman tadi dengan tiba-tiba hancur",0.2222222222222222,0.19444444444444445
hinggakan  kaum  kaum  tersebut  mula  memandang  dengan  penuh  culiga  setemenolak  cara  hidup  yang  telah  hujut  sejak  sebelum  mendekir  lagi.,441.28-448.32,final_segments/seg_0_44128.mp3,"Di mana silapnya, di dalam sebuah negara yang berbilang kaum, ber bilang bahasa dan berbilang agama yang telah menikmati keharmonian dan kerjasama selama 12 tahun yang lalu, hingga menyebabkan toleransi dan kefahaman tadi dengan tiba-tiba hancur, hinggakan kaum-kaum tersebut mula memandang dengan penuh curiga serta menolak cara hidup yang telah wujud sejak sebelum Merdeka lagi?",0.803," Ingerkan kaum-kaum tersebut mula memandang dengan penuh curiga, seter menolak cara hidup yang telah wujud sejak sebelum medeka lagi.", hinggakan kaum-kaum tersebut mula memandang dengan penuh curiga serta menolak cara hidup yang telah wujud sejak sebelum Merdeka lagi.,0.42105263157894735,0.3684210526315789
"Di  mana  silapnya  hingga  menyebabkan  orang  melayu  dan  orang  cina,  dua  kaum  yang  terbesar  di  Malaysia,  begitu  terpisah  hinggakan  sebuah  kerajaan  yang  autoritarian  dan  usaha  pemimpin -pemimpin  kebangsaan  tidak  dapat  memperbaiki  persenketaan  ini.",448.32-462.20,final_segments/seg_0_44832.mp3,"Di mana silapnya hingga menye babkan orang Melayu dan orang Cina, dua kaum yang terbesar di Malaysia, begitu terpisah hinggakan sebuah kerajaan yang autoritarian dan usaha pemimpin-pemimpin kebangsaan tidak dapat memperbaiki persengketaan ini.",0.997," Di mana silapnya hingga menyebabkan orang Melayu dan orang China, dua kaum yang terbesar di Malaysia, begitu terpisah hinggakan sebuah kerajaan yang autoritarian dan usaha pemimpin-pemimpin kebangsaan tidak dapat memperbaiki persengketaan ini."," Di mana silapnya hingga menyebabkan orang Melayu dan orang Cina, dua kaum yang terbesar di Malaysia, begitu terpisah hinggakan sebuah kerajaan yang autoritarian dan usaha pemimpin-pemimpin kebangsaan tidak dapat memperbaiki persengketaan ini.",0.12121212121212122,0.09090909090909091
"Di  mana  silapnya,  berdasarkan  kepada  pengalaman  yang  sudah -sudah  memanglah  mudah  untuk  mencari  kesilapan  dan  kecacatan  masa  lalu.",462.92-469.86,final_segments/seg_0_46292.mp3,"Berdasarkan kepada pengalaman yang sudah-sudah, memanglah mudah untuk mencari kesilapan dan kecacatan masa lalu.",0.931," Di mana silapnya, berdasarkan kepada pengalaman yang sudah-sudah, memanglah mudah untuk mencari kesilapan dan kecacatan masa lalu."," Di mana silapnya? Berdasarkan kepada pengalaman yang sudah-sudah, memanglah mudah untuk mencari kesilapan dan kecacatan masa lalu.",0.1111111111111111,0.16666666666666666
"Namun  demikian,  elok  juga  difikirkan  kembali  dan  menganalisa  atau  menentukan  kesalahan  kesalahan  itu  sekiranya  pengalaman  yang  lalu  hendak  dijadikan  taulah  dan  untuk  menghadapi  masa  hadapan.",469.86-481.18,final_segments/seg_0_46986.mp3,"Namun demikian, elok juga difikirkan kembali dan men - ganalisa, atau menentukan kesalahan-kesa lahan itu sekiranya pengalaman yang lalu hendak dijadikan tauladan untuk menghadapi masa hadapan.",0.937," Namun demikian, Elok juga difikirkan kembali dan menganalisa atau menentukan kesalahan-kesalahan itu sekiranya pengalaman yang lalu hendak dijadikan taul adan untuk menghadapi masa hadapan."," Namun demikian, elok juga difikirkan kembali dan menganalisa atau menentukan kesalahan-kesalahan itu sekiranya pengalaman yang lalu hendak dijadikan tauladan untuk menghadapi masa hadapan.",0.16,0.16
"Tujuannya  bukanlah  untuk  membbalas  dan  dam,  tetapi  ini  adalah  satu  tanggungjawab  sosial  untuk  mencari  di  mana  silapnya.",481.88-488.20,final_segments/seg_0_48188.mp3,"Tujuannya bukanlah untuk membalas dendam, tetapi ini adalah satu tang gungjawab sosial untuk mencari di mana silapnya.",0.943," Tujuannya bukanlah untuk membalas dendam, tetapi ini adalah satu tanggungjawab sosial untuk mencari di mana silapnya."," Tujuannya bukanlah untuk membalas dendam, tetapi ini adalah satu tanggungjawab sosial untuk mencari di mana silapnya.",0.17647058823529413,0.17647058823529413
"Kalau  benarlah  segala  hal  yang  berlaku  pada  masa  dahulu,  tidak  ada  cacatnya  dan  tidak  ada  mana -mana  pihak  pun  yang  bersalah,  nescai  tidak  berlaku  gangguan  kepada  kemajuan  negara  dan  kehamonian  antara  kaum  yang  telah  hujut  selama  12  tahun  selepas  mendekar.",488.90-503.24,final_segments/seg_0_48890.mp3,"Kalau benarlah segala hal yang berlaku pada masa dahulu tidak ada cacatnya dan tidak ada mana-mana pihak pun yang bersalah, nes - caya tidak berlaku gangguan kepada kemajuan negara dan keharmonian antara kaum yang telah wujud selama 12 tahun selepas Merdeka.",0.983," Kalau benarlah segala hal yang berlaku pada masa dahulu tidak ada cacatnya dan tidak ada mana-mana pihak pun yang bersalah, Nestia tidak berlaku gangguan kepada kemajuan negara dan kehamunian antara kaum yang telah wujud selama 12 tahun selepas medeka."," Kalau benarlah segala hal yang berlaku pada masa dahulu tidak ada cacatnya dan tidak ada mana-mana pihak pun yang bersalah, nescaya tidak berlaku gangguan kepada kemajuan negara dan keharmonian antara kaum yang telah wujud selama 12 tahun selepas Merdeka.",0.175,0.175
"Andai  yang  hendak  diketahui  sebab -sebab  suasa  tidak  harmoni  di  malisnya  sekarang,  eloklah  di  teling  tipe  titer  balik  harmoni  antara  kaum  yang  hujut  pada  masa  lalu.",503.88-512.84,final_segments/seg_0_50388.mp3,"Andainya hendak diketahui sebab-sebab suasana tidak har moni di Malaysia sekarang, eloklah diteliti `harmoni’ antara kaum yang wujud pada masa lalu.",0.816," Andaainya hendak diketahui sebab-sebab suasana tidak harmoni di Malaysia sekarang, eloklah ditaliti petik terbalik harmoni antara kaum yang wujud pada masa lalu."," Andainya hendak diketahui sebab-sebab suasana tidak harmoni di Malaysia sekarang, eloklah diteliti petik terbalik harmoni antara kaum yang wujud pada masa lalu.",0.46153846153846156,0.46153846153846156
Pernahkah  harmoni  ini  benar -benar  terjalan  dan  beraka  umbih  secara  mendalam.  Pernahkah  hujut  asas  yang  kukuh.,512.84-519.50,final_segments/seg_0_51284.mp3,Pernahkah harmoni ini benar-benar terjalin dan berakar umbi secara mendalam?,0.87, Penahkah Harmoni ini benar-benar terjalin dan berakak umbi secara mendalam. Penahkah wujud asas yang kukuh., Pernahkah harmoni ini benar-benar terjalin dan berakar umbi secara mendalam? Pernahkah wujud asas yang kukuh?,0.5,0.5
Pernahkah  hujut  perbezaan  hubungan  di  antara  orang  melayu  dengan  orang  bukan  melayu  pada  masa  masa  tentu  dalam  sejarah  tanah  melayu.,519.94-527.00,final_segments/seg_0_51994.mp3,Pernahkah wujud perbezaan hubungan di antara orang Melayu dengan orang bukan Melayu pada masa-masa tertentu dalam sejarah Tanah Melayu?,0.937, Pernahkah wujud perbezaan hubungan di antara orang Melayu dengan orang bukan Melayu pada masa-masa tertentu dalam sejarah Tanah Melayu?, Pernahkah wujud perbezaan hubungan di antara orang Melayu dengan orang bukan Melayu pada masa-masa tertentu dalam sejarah tanah Melayu?,0.25,0.25
Apakah  hubungan  yang  sebenarnya  antara  kaum -kaum  itu  pada  tahun  sebelum  13me -1969?,527.66-533.94,final_segments/seg_0_52766.mp3,"Apa kah hubungan yang sebenarnya antara kaum-kaum itu pada tahun-tahun sebelum 13 Mei, 1969?",0.964, Apakah hubungan yang sebenarnya antara kaum-kaum itu pada tahun-tahun sebelum 13 May 1969?, Apakah hubungan yang sebenarnya antara kaum-kaum itu pada tahun-tahun sebelum 13 Mei 1969?,0.46153846153846156,0.46153846153846156
Apakah  faktor  faktor  lain  juga  turut  menyebabkan  belakunya  keganasan  itu?  Kalau  direnungkan  kembali  masa -masa  yang  lampau  salah  satu  faktor  yang  agak  mengejutkan  dan  harus  diakui  elah  pada  masa  lalu  tidak  hujut  harmoni  yang  sebenarnya  antara  kaum.,534.84-548.40,final_segments/seg_0_53484.mp3,Apakah faktor-faktor lain juga turut menyebabkan berlakunya keganasan itu?,0.864," Apakah faktor-faktor lain juga turut menyebabkan berlakunya keganasan itu? Kalau direnungkan kembali masa-masa yang lampau, salah satu faktor yang agak mengejutkan dan harus diakui ialah pada masa lalu tidak wujud harmoni yang sebenar antara kau."," Apakah faktor-faktor lain juga turut menyebabkan berlakunya keganasan itu? Kalau direnungkan kembali masa-masa yang lampau, salah satu faktor yang agak mengejutkan dan harus diakui ialah pada masa lalu tidak wujud harmoni yang sebenar antara kaum.",0.2702702702702703,0.24324324324324326
"Apa  yang  hujut  elah  kurangnya  persialisihan  antara  kaum?  Ada  rasa  toleransi,  ada  terdapat  penyeswayan,  ada  sedikit  sebanyak  perasaan  tolak  ansol.",549.12-557.40,final_segments/seg_0_54912.mp3,Apa yang wujud ialah kurangnya perselisihan antara kaum.,0.788," Apa yang wujud ialah kurangnya perselisihan antara kaum. Ada rasa toleransi, ada terdapat penyesuaian, ada sedikit sebanyak perasaan tolak anso."," Apa yang wujud ialah kurangnya perselisihan antara kaum. Ada rasa toleransi, ada terdapat penyesuaian, ada sedikit sebanyak perasaan tolak ansur.",0.3,0.3
Akan  tetapi  tidak  hujut  harmoni  yang  sebenarnya.  Sebaliknya  ada -ada -ada  sumbang  walaupun  tidak  begitu  ketara.,557.74-563.76,final_segments/seg_0_55774.mp3,Akan tetapi tidak wujud harmoni yang sebenarnya.,0.874," akan tetapi tidak wujud harmoni yang sebenarnya. Sebaliknya, ada nada-nada sumbang walaupun tidak begitu ketara.", akan tetapi tidak wujud harmoni yang sebenarnya. Sebaliknya ada nada-nada sumbang walaupun tidak begitu ketara.,0.25,0.1875
"Ada  kalinya  nada -nada  sumbang  ini  melangsing  nyaring  lalu  mencetuskan  pergaduhan  kaum  yang  terpencil  atau  merata -rata,  keharmonian  antara  kaum  di  tanah  melayu  tidak  latulin  bahkan  juga  tidak  beraka  umbih  secara  menalam.",563.76-576.42,final_segments/seg_0_56376.mp3,Ada kalanya nada-nada sumbang ini melangsing nyaring lalu mencetuskan pergaduhan kaum yang terpencil atau merata-rata.Keharmonian antara kaum di Tanah Melayu tidaklah tulen bahkan juga tidak berakar umbi secara mendalam.,0.975," Ada kalenya nader-nader Sumbang ini melangsing nyaring lalu mencetuskan pergaduhan kaum yang terpencil atau merata-rata, kehalmonian antara kaum di tanah Melayu tidaklah tulin bahkan juga tidak berakak umbi secara mendalam."," Ada kalanya nada-nada sumbang ini melangsing nyaring lalu mencetuskan pergaduhan kaum yang terpencil atau merata-rata, keharmonian antara kaum di tanah Melayu tidaklah tulin bahkan juga tidak berakab umbi secara mendalam.",0.34375,0.3125
"Apa  yang  dianggap  sebagai  harmoni  elah  tidak  adanya  persialisihan  kaum  secara  terbuka?  Kalau  pun  tidak  ada  persialisihan  kaum,  bukanlah  semestinya  kerana  kurang  kemahuan  atau  tidak  ada  alasan -alasan  untuk  menimbulkan  persialisihan.",577.02-589.96,final_segments/seg_0_57702.mp3,"Kalau benarlah segala hal yang berlaku pada masa dahulu tidak ada cacatnya dan tidak ada mana-mana pihak pun yang bersalah, nes - caya tidak berlaku gangguan kepada kemajuan negara dan keharmonian antara kaum yang telah wujud selama 12 tahun selepas Merdeka.",0.714," Apa yang dianggap sebagai harmoni adalah tidak adanya perselisihan kaum secara terbuka. Kalau pun tidak ada perselisihan kaum, bukanlah semestinya kerana kurang kemahuan atau tidak ada alasan-alasan untuk menimbulkan perselisihan."," Apa yang dianggap sebagai harmoni ialah tidak adanya perselisihan kaum secara terbuka. Kalaupun tidak ada perselisihan kaum, bukanlah semestinya kerana kurang kemahuan atau tidak ada alasan-alasan untuk menimbulkan perselisihan.",0.22580645161290322,0.2903225806451613
